season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Arsenal,Arsenal,18bb7c10,29,25.9,53.5,38,418,"3,420",38.0,53,38,91,47,6,6,49,5,1.39,1.00,2.39,1.24,2.24,https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Aston Villa,Aston Villa,8602292d,24,25.2,48.5,38,418,"3,420",38.0,52,38,90,47,5,6,71,4,1.37,1.00,2.37,1.24,2.24,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Brighton,Brighton,d07537b9,27,25.8,51.1,38,418,"3,420",38.0,39,24,63,33,6,9,49,6,1.03,0.63,1.66,0.87,1.50,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Burnley,Burnley,943e8050,25,28.3,42.1,38,418,"3,420",38.0,32,20,52,29,3,3,48,0,0.84,0.53,1.37,0.76,1.29,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Chelsea,Chelsea,cff3d9bb,27,26.0,60.9,38,418,"3,420",38.0,56,38,94,48,8,10,51,3,1.47,1.00,2.47,1.26,2.26,https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Crystal Palace,Crystal Palace,47c64c55,24,29.1,40.6,38,418,"3,420",38.0,39,29,68,36,3,4,56,2,1.03,0.76,1.79,0.95,1.71,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Everton,Everton,d3fd31cc,29,26.3,46.4,38,418,"3,420",38.0,45,32,77,41,4,5,59,2,1.18,0.84,2.03,1.08,1.92,https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Fulham,Fulham,fd962109,28,25.2,49.7,38,418,"3,420",38.0,26,18,44,23,3,6,67,3,0.68,0.47,1.16,0.61,1.08,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Leeds United,Leeds,5bfb9659,23,26.1,57.3,38,418,"3,420",38.0,60,45,105,56,4,4,61,1,1.58,1.18,2.76,1.47,2.66,https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Leicester City,Leicester,a2d435b3,27,26.5,54.3,38,418,"3,420",38.0,64,45,109,54,10,12,61,0,1.68,1.18,2.87,1.42,2.61,https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Liverpool,Liverpool,822bd0ba,28,26.8,62.1,38,418,"3,420",38.0,65,43,108,59,6,6,40,0,1.71,1.13,2.84,1.55,2.68,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Manchester City,Man City,b8fd03ef,24,26.1,63.5,38,418,"3,420",38.0,82,55,137,77,5,9,46,2,2.16,1.45,3.61,2.03,3.47,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Manchester Utd,Man Utd,19538871,29,25.6,55.7,38,418,"3,420",38.0,70,51,121,60,10,11,64,1,1.84,1.34,3.18,1.58,2.92,https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Newcastle,Newcastle,b2b47a98,27,27.1,38.8,38,418,"3,420",38.0,44,26,70,38,6,7,65,3,1.16,0.68,1.84,1.00,1.68,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Sheffield United,Sheffield Utd,1df6b87e,27,26.7,41.7,38,418,"3,420",38.0,19,13,32,16,3,4,73,3,0.50,0.34,0.84,0.42,0.76,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Southampton,Southampton,33c895d4,29,26.6,52.0,38,418,"3,420",38.0,47,33,80,42,5,6,52,3,1.24,0.87,2.11,1.11,1.97,https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Tottenham,Spurs,361ca564,24,27.2,51.6,38,418,"3,420",38.0,66,50,116,61,5,5,57,2,1.74,1.32,3.05,1.61,2.92,https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,West Brom,West Brom,60c6b05f,30,26.4,37.9,38,418,"3,420",38.0,33,20,53,29,4,4,51,4,0.87,0.53,1.39,0.76,1.29,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,West Ham,West Ham,7c21e445,24,27.8,43.2,38,418,"3,420",38.0,60,46,106,58,2,4,50,3,1.58,1.21,2.79,1.53,2.74,https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats
2020-2021,Premier League,standard,squad_for,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Wolves,Wolves,8cec06e1,27,26.3,49.3,38,418,"3,420",38.0,34,21,55,30,4,4,55,1,0.89,0.55,1.45,0.79,1.34,https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats
