season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Arsenal,Arsenal,18bb7c10,1,5,5,450,5.0,4,0.80,12,8,66.7,4,0,1,3,60.0,1,0,1,0,100.0,https://fbref.com/en/squads/18bb7c10/Arsenal-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Aston Villa,Aston Villa,8602292d,2,5,5,450,5.0,9,1.80,27,18,66.7,1,1,3,1,20.0,0,0,0,0,,https://fbref.com/en/squads/8602292d/Aston-Villa-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Bournemouth,Bournemouth,4ba7cbea,1,4,4,360,4.0,7,1.75,16,9,56.3,0,3,1,0,0.0,0,0,0,0,,https://fbref.com/en/squads/4ba7cbea/Bournemouth-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Brentford,Brentford,cd051869,1,5,5,450,5.0,4,0.80,21,17,81.0,2,3,0,2,40.0,1,1,0,0,0.0,https://fbref.com/en/squads/cd051869/Brentford-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Brighton,Brighton,d07537b9,1,5,5,450,5.0,5,1.00,17,12,70.6,3,1,1,3,60.0,0,0,0,0,,https://fbref.com/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Chelsea,Chelsea,cff3d9bb,2,5,5,450,5.0,12,2.40,34,22,64.7,2,1,2,0,0.0,0,0,0,0,,https://fbref.com/en/squads/cff3d9bb/Chelsea-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Coventry City,Coventry City,f7e3dfe9,1,5,5,450,5.0,10,2.00,19,9,47.4,1,0,4,1,20.0,1,1,0,0,0.0,https://fbref.com/en/squads/f7e3dfe9/Coventry-City-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Crystal Palace,Crystal Palace,47c64c55,2,4,4,360,4.0,11,2.75,26,15,57.7,1,0,3,0,0.0,0,0,0,0,,https://fbref.com/en/squads/47c64c55/Crystal-Palace-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Everton,Everton,d3fd31cc,1,5,5,450,5.0,3,0.60,18,15,83.3,2,3,0,3,60.0,0,0,0,0,,https://fbref.com/en/squads/d3fd31cc/Everton-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Fulham,Fulham,fd962109,1,4,4,360,4.0,7,1.75,18,11,61.1,0,1,3,1,25.0,0,0,0,0,,https://fbref.com/en/squads/fd962109/Fulham-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Hull City,Hull City,bd8769d1,1,5,5,450,5.0,4,0.80,20,16,80.0,2,2,1,3,60.0,1,0,1,0,100.0,https://fbref.com/en/squads/bd8769d1/Hull-City-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Ipswich Town,Ipswich Town,b74092de,2,5,5,450,5.0,11,2.20,27,16,59.3,2,0,3,0,0.0,1,1,0,0,0.0,https://fbref.com/en/squads/b74092de/Ipswich-Town-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Leeds United,Leeds,5bfb9659,1,4,4,360,4.0,3,0.75,18,14,83.3,2,2,0,1,25.0,0,0,0,0,,https://fbref.com/en/squads/5bfb9659/Leeds-United-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Liverpool,Liverpool,822bd0ba,1,4,4,360,4.0,4,1.00,16,12,75.0,1,3,0,2,50.0,1,1,0,0,0.0,https://fbref.com/en/squads/822bd0ba/Liverpool-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester City,Man City,b8fd03ef,1,4,4,360,4.0,2,0.50,12,10,83.3,4,0,0,2,50.0,0,0,0,0,,https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester Utd,Man Utd,19538871,1,4,4,360,4.0,7,1.75,17,10,58.8,1,1,2,0,0.0,0,0,0,0,,https://fbref.com/en/squads/19538871/Manchester-United-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Newcastle,Newcastle,b2b47a98,1,5,5,450,5.0,9,1.80,28,19,67.9,2,2,1,1,20.0,1,1,0,0,0.0,https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Nottingham,Nott'm Forest,e4a775cb,1,5,5,450,5.0,5,1.00,16,11,68.8,1,2,2,1,20.0,0,0,0,0,,https://fbref.com/en/squads/e4a775cb/Nottingham-Forest-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Sunderland,Sunderland,8ef52968,1,4,4,360,4.0,5,1.25,10,5,50.0,1,1,2,1,25.0,1,1,0,0,0.0,https://fbref.com/en/squads/8ef52968/Sunderland-Stats
2026-2027,Premier League,keeper,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Tottenham,Spurs,361ca564,1,5,5,450,5.0,8,1.60,20,12,60.0,0,2,3,2,40.0,1,0,0,1,,https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats
