season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Arsenal,Arsenal,18bb7c10,3,38,38,"3,420",38.0,55,1.45,146,93,62.3,13,7,18,12,31.6,6,6,0,0,0.0,https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Aston Villa,Aston Villa,8602292d,1,38,38,"3,420",38.0,55,1.45,183,131,69.9,15,7,16,8,21.1,6,5,0,1,0.0,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Brighton,Brighton,d07537b9,2,38,38,"3,420",38.0,40,1.05,140,101,71.4,15,14,9,12,31.6,9,6,0,3,0.0,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Burnley,Burnley,943e8050,3,38,38,"3,420",38.0,33,0.87,127,95,74.0,19,9,10,17,44.7,3,3,0,0,0.0,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Chelsea,Chelsea,cff3d9bb,3,38,38,"3,420",38.0,58,1.53,203,145,71.4,9,10,19,10,26.3,10,8,2,0,20.0,https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Crystal Palace,Crystal Palace,47c64c55,2,38,38,"3,420",38.0,41,1.08,131,91,68.7,18,8,12,14,36.8,4,3,1,0,25.0,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Everton,Everton,d3fd31cc,3,38,38,"3,420",38.0,47,1.24,148,102,68.2,13,8,17,10,26.3,5,4,1,0,20.0,https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Fulham,Fulham,fd962109,2,38,38,"3,420",38.0,27,0.71,129,102,79.1,20,13,5,18,47.4,6,3,1,2,25.0,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Leeds United,Leeds,5bfb9659,2,38,38,"3,420",38.0,62,1.63,197,136,68.5,15,5,18,10,26.3,4,4,0,0,0.0,https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Leicester City,Leicester,a2d435b3,1,38,38,"3,420",38.0,68,1.79,182,116,62.6,12,6,20,6,15.8,12,10,2,0,16.7,https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Liverpool,Liverpool,822bd0ba,3,38,38,"3,420",38.0,68,1.79,210,145,67.6,9,9,20,8,21.1,6,6,0,0,0.0,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Manchester City,Man City,b8fd03ef,3,38,38,"3,420",38.0,83,2.18,217,127,61.8,6,5,27,3,7.9,9,5,1,3,16.7,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Manchester Utd,Man Utd,19538871,2,38,38,"3,420",38.0,73,1.92,207,135,64.7,6,11,21,8,21.1,11,10,1,0,9.1,https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Newcastle,Newcastle,b2b47a98,2,38,38,"3,420",38.0,46,1.21,137,92,66.4,17,9,12,12,31.6,7,6,1,0,14.3,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Sheffield United,Sheffield Utd,1df6b87e,1,38,38,"3,420",38.0,20,0.53,96,76,79.2,29,2,7,21,55.3,4,3,1,0,25.0,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Southampton,Southampton,33c895d4,2,38,38,"3,420",38.0,47,1.24,163,115,71.2,19,7,12,13,34.2,6,5,1,0,16.7,https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats
2020-2021,Premier League,keeper,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Tottenham,Spurs,361ca564,1,38,38,"3,420",38.0,68,1.79,172,106,60.5,12,8,18,6,15.8,5,5,0,0,0.0,https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats
