season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Leicester City,Leicester,a2d435b3,25,25.9,50.9,38,418,"3,420",38.0,48,34,82,43,5,7,63,5,1.26,0.89,2.16,1.13,2.03,https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Liverpool,Liverpool,822bd0ba,23,26.1,61.8,38,418,"3,420",38.0,86,55,141,79,7,7,41,2,2.26,1.45,3.71,2.08,3.53,https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Manchester City,Man City,b8fd03ef,21,26.7,67.9,38,418,"3,420",38.0,91,71,162,88,3,4,44,1,2.39,1.87,4.26,2.32,4.18,https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Manchester Utd,Man Utd,19538871,28,26.3,54.7,38,418,"3,420",38.0,65,40,105,56,9,12,77,4,1.71,1.05,2.76,1.47,2.53,https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Newcastle,Newcastle,b2b47a98,24,26.9,40.4,38,418,"3,420",38.0,41,33,74,40,1,3,57,2,1.08,0.87,1.95,1.05,1.92,https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Southampton,Southampton,33c895d4,30,25.4,43.4,38,418,"3,420",38.0,44,27,71,40,4,5,75,3,1.16,0.71,1.87,1.05,1.76,https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Tottenham,Spurs,361ca564,28,26.8,59.0,38,418,"3,420",38.0,66,47,113,62,4,4,58,3,1.74,1.24,2.97,1.63,2.87,https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Watford,Watford,2abfe087,25,28.5,46.7,38,418,"3,420",38.0,51,39,90,50,1,1,80,4,1.34,1.03,2.37,1.32,2.34,https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,West Ham,West Ham,7c21e445,26,27.6,48.6,38,418,"3,420",38.0,51,33,84,46,5,5,59,1,1.34,0.87,2.21,1.21,2.08,https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats
2018-2019,Premier League,standard,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Wolves,Wolves,8cec06e1,21,26.1,46.8,38,418,"3,420",38.0,46,35,81,42,4,4,73,1,1.21,0.92,2.13,1.11,2.03,https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats
