season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Arsenal,Arsenal,18bb7c10,2,38,38,"3,420",38.0,71,1.87,182,111,61.0,5,7,26,3,7.9,4,4,0,0,0.0,https://fbref.com/en/squads/18bb7c10/2025-2026/Arsenal-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Aston Villa,Aston Villa,8602292d,2,38,38,"3,420",38.0,56,1.47,174,116,67.8,11,8,19,10,26.3,0,0,0,0,,https://fbref.com/en/squads/8602292d/2025-2026/Aston-Villa-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Bournemouth,Bournemouth,4ba7cbea,1,38,38,"3,420",38.0,58,1.53,177,119,67.2,7,18,13,7,18.4,6,5,1,0,16.7,https://fbref.com/en/squads/4ba7cbea/2025-2026/Bournemouth-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Brentford,Brentford,cd051869,2,38,38,"3,420",38.0,55,1.45,150,92,63.3,13,11,14,12,31.6,10,8,2,0,20.0,https://fbref.com/en/squads/cd051869/2025-2026/Brentford-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Brighton,Brighton,d07537b9,1,38,38,"3,420",38.0,52,1.37,169,117,69.2,13,11,14,9,23.7,5,3,1,1,25.0,https://fbref.com/en/squads/d07537b9/2025-2026/Brighton-and-Hove-Albion-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Burnley,Burnley,943e8050,2,38,38,"3,420",38.0,38,1.00,118,80,67.8,24,10,4,14,36.8,2,2,0,0,0.0,https://fbref.com/en/squads/943e8050/2025-2026/Burnley-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Chelsea,Chelsea,cff3d9bb,2,38,38,"3,420",38.0,58,1.53,165,106,64.8,14,10,14,7,18.4,8,7,1,0,12.5,https://fbref.com/en/squads/cff3d9bb/2025-2026/Chelsea-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Crystal Palace,Crystal Palace,47c64c55,2,38,38,"3,420",38.0,41,1.08,137,96,70.1,15,12,11,12,31.6,8,8,0,0,0.0,https://fbref.com/en/squads/47c64c55/2025-2026/Crystal-Palace-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Everton,Everton,d3fd31cc,1,38,38,"3,420",38.0,47,1.24,142,95,66.9,15,10,13,10,26.3,2,2,0,0,0.0,https://fbref.com/en/squads/d3fd31cc/2025-2026/Everton-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Fulham,Fulham,fd962109,1,38,38,"3,420",38.0,47,1.24,138,91,65.9,16,7,15,11,28.9,5,5,0,0,0.0,https://fbref.com/en/squads/fd962109/2025-2026/Fulham-Stats
