season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Leeds United,Leeds,5bfb9659,2,38,38,"3,420",38.0,49,1.29,146,97,66.4,13,14,11,12,31.6,8,6,1,1,14.3,https://fbref.com/en/squads/5bfb9659/2025-2026/Leeds-United-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Liverpool,Liverpool,822bd0ba,3,38,38,"3,420",38.0,63,1.66,172,108,63.4,12,9,17,4,10.5,2,1,0,1,0.0,https://fbref.com/en/squads/822bd0ba/2025-2026/Liverpool-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Manchester City,Man City,b8fd03ef,2,38,38,"3,420",38.0,77,2.03,198,121,61.1,6,9,23,4,10.5,4,3,1,0,25.0,https://fbref.com/en/squads/b8fd03ef/2025-2026/Manchester-City-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Manchester Utd,Man Utd,19538871,2,38,38,"3,418",38.0,71,1.87,212,141,66.5,7,11,20,4,10.5,6,4,1,1,20.0,https://fbref.com/en/squads/19538871/2025-2026/Manchester-United-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Newcastle,Newcastle,b2b47a98,2,38,38,"3,420",38.0,53,1.39,171,118,69.0,17,7,14,9,23.7,6,6,0,0,0.0,https://fbref.com/en/squads/b2b47a98/2025-2026/Newcastle-United-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Nottingham,Nott'm Forest,e4a775cb,4,38,38,"3,420",38.0,48,1.26,156,108,69.2,16,11,11,14,36.8,3,3,0,0,0.0,https://fbref.com/en/squads/e4a775cb/2025-2026/Nottingham-Forest-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Sunderland,Sunderland,8ef52968,2,38,38,"3,420",38.0,42,1.11,129,87,67.4,12,12,14,13,34.2,5,4,1,0,20.0,https://fbref.com/en/squads/8ef52968/2025-2026/Sunderland-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Tottenham,Spurs,361ca564,2,38,38,"3,420",38.0,48,1.26,144,96,66.7,17,11,10,7,18.4,0,0,0,0,,https://fbref.com/en/squads/361ca564/2025-2026/Tottenham-Hotspur-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,West Ham,West Ham,7c21e445,2,38,38,"3,420",38.0,46,1.21,144,97,68.1,19,9,10,13,34.2,3,3,0,0,0.0,https://fbref.com/en/squads/7c21e445/2025-2026/West-Ham-United-Stats
2025-2026,Premier League,keeper,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Wolves,Wolves,8cec06e1,3,38,38,"3,420",38.0,27,0.71,122,94,77.9,24,11,3,19,50.0,5,3,2,0,40.0,https://fbref.com/en/squads/8cec06e1/2025-2026/Wolverhampton-Wanderers-Stats
