season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Leeds United,Leeds,5bfb9659,2,38,38,"3,420",38.0,56,1.47,157,101,64.3,11,14,13,8,21.1,6,6,0,0,0.0,https://fbref.com/en/squads/5bfb9659/2025-2026/Leeds-United-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Liverpool,Liverpool,822bd0ba,3,38,38,"3,420",38.0,53,1.39,152,99,65.1,17,9,12,10,26.3,4,3,1,0,25.0,https://fbref.com/en/squads/822bd0ba/2025-2026/Liverpool-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Manchester City,Man City,b8fd03ef,2,38,38,"3,420",38.0,35,0.92,126,89,72.2,23,9,6,16,42.1,2,1,1,0,50.0,https://fbref.com/en/squads/b8fd03ef/2025-2026/Manchester-City-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Manchester Utd,Man Utd,19538871,2,38,38,"3,420",38.0,50,1.32,142,91,64.8,20,11,7,8,21.1,4,4,0,0,0.0,https://fbref.com/en/squads/19538871/2025-2026/Manchester-United-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Newcastle,Newcastle,b2b47a98,2,38,38,"3,420",38.0,55,1.45,168,113,67.3,14,7,17,8,21.1,5,5,0,0,0.0,https://fbref.com/en/squads/b2b47a98/2025-2026/Newcastle-United-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Nottingham,Nott'm Forest,e4a775cb,4,38,38,"3,420",38.0,51,1.34,158,107,67.7,11,11,16,9,23.7,6,5,1,0,16.7,https://fbref.com/en/squads/e4a775cb/2025-2026/Nottingham-Forest-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Sunderland,Sunderland,8ef52968,2,38,38,"3,420",38.0,48,1.26,166,118,71.1,14,12,12,11,28.9,3,2,1,0,33.3,https://fbref.com/en/squads/8ef52968/2025-2026/Sunderland-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Tottenham,Spurs,361ca564,2,38,38,"3,420",38.0,57,1.50,150,93,62.0,10,11,17,9,23.7,3,3,0,0,0.0,https://fbref.com/en/squads/361ca564/2025-2026/Tottenham-Hotspur-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,West Ham,West Ham,7c21e445,2,38,38,"3,420",38.0,65,1.71,195,129,66.7,10,9,19,7,18.4,7,6,0,1,0.0,https://fbref.com/en/squads/7c21e445/2025-2026/West-Ham-United-Stats
2025-2026,Premier League,keeper,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Wolves,Wolves,8cec06e1,3,38,38,"3,420",38.0,68,1.79,179,111,62.0,3,11,24,4,10.5,5,5,0,0,0.0,https://fbref.com/en/squads/8cec06e1/2025-2026/Wolverhampton-Wanderers-Stats
