season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Arsenal,Arsenal,18bb7c10,26,24.7,59.3,38,418,"3,420",38.0,84,64,148,81,3,4,51,0,2.21,1.68,3.89,2.13,3.82,https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Aston Villa,Aston Villa,8602292d,26,27.0,49.3,38,418,"3,420",38.0,49,35,84,46,3,4,80,1,1.29,0.92,2.21,1.21,2.13,https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Bournemouth,Bournemouth,4ba7cbea,31,26.3,40.4,38,418,"3,420",38.0,37,24,61,37,0,0,68,0,0.97,0.63,1.61,0.97,1.61,https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brentford,Brentford,cd051869,25,26.2,43.8,38,418,"3,420",38.0,56,36,92,49,7,8,57,1,1.47,0.95,2.42,1.29,2.24,https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brighton,Brighton,d07537b9,29,26.3,60.2,38,418,"3,420",38.0,68,46,114,62,6,6,58,0,1.79,1.21,3.00,1.63,2.84,https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Chelsea,Chelsea,cff3d9bb,32,26.3,58.7,38,418,"3,420",38.0,37,27,64,34,3,3,81,3,0.97,0.71,1.68,0.89,1.61,https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Crystal Palace,Crystal Palace,47c64c55,26,26.7,46.3,38,418,"3,420",38.0,38,29,67,37,1,3,82,3,1.00,0.76,1.76,0.97,1.74,https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Everton,Everton,d3fd31cc,28,26.6,42.8,38,418,"3,420",38.0,32,24,56,29,3,3,81,2,0.84,0.63,1.47,0.76,1.39,https://fbref.com/en/squads/d3fd31cc/2022-2023/Everton-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Fulham,Fulham,fd962109,29,28.2,48.8,38,418,"3,420",38.0,52,33,85,47,5,9,80,1,1.37,0.87,2.24,1.24,2.11,https://fbref.com/en/squads/fd962109/2022-2023/Fulham-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leeds United,Leeds,5bfb9659,29,25.3,47.0,38,418,"3,420",38.0,45,31,76,44,1,3,89,3,1.18,0.82,2.00,1.16,1.97,https://fbref.com/en/squads/5bfb9659/2022-2023/Leeds-United-Stats
2022-2023,Premier League,standard,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leicester City,Leicester,a2d435b3,28,26.1,47.7,38,418,"3,420",38.0,49,36,85,46,3,6,63,2,1.29,0.95,2.24,1.21,2.16,https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats
