season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Arsenal,Arsenal,18bb7c10,1,38,38,"3,420",38.0,43,1.13,136,94,68.4,26,6,6,14,36.8,5,3,0,2,0.0,https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Aston Villa,Aston Villa,8602292d,2,38,38,"3,420",38.0,46,1.21,151,108,69.5,18,7,13,12,31.6,6,5,1,0,16.7,https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Bournemouth,Bournemouth,4ba7cbea,2,38,38,"3,420",38.0,71,1.87,204,136,65.2,11,6,21,8,21.1,7,6,0,1,0.0,https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brentford,Brentford,cd051869,1,38,38,"3,420",38.0,46,1.21,197,154,76.6,15,14,9,12,31.6,2,2,0,0,0.0,https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brighton,Brighton,d07537b9,2,38,38,"3,420",38.0,53,1.39,131,82,59.5,18,8,12,12,31.6,8,6,2,0,25.0,https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Chelsea,Chelsea,cff3d9bb,2,38,38,"3,420",38.0,47,1.24,159,115,70.4,11,11,16,10,26.3,1,1,0,0,0.0,https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Crystal Palace,Crystal Palace,47c64c55,3,38,38,"3,420",38.0,49,1.29,160,114,69.4,11,12,15,9,23.7,4,4,0,0,0.0,https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Everton,Everton,d3fd31cc,2,38,38,"3,420",38.0,57,1.50,185,127,69.2,8,12,18,9,23.7,6,5,1,0,16.7,https://fbref.com/en/squads/d3fd31cc/2022-2023/Everton-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Fulham,Fulham,fd962109,2,38,38,"3,420",38.0,53,1.39,196,144,73.0,15,7,16,9,23.7,8,7,1,0,12.5,https://fbref.com/en/squads/fd962109/2022-2023/Fulham-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leeds United,Leeds,5bfb9659,2,38,38,"3,420",38.0,78,2.05,185,108,57.8,7,10,21,5,13.2,6,5,0,1,0.0,https://fbref.com/en/squads/5bfb9659/2022-2023/Leeds-United-Stats
