season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leicester City,Leicester,a2d435b3,2,38,38,"3,420",38.0,68,1.79,178,113,61.8,9,7,22,7,18.4,5,4,1,0,20.0,https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Liverpool,Liverpool,822bd0ba,2,38,38,"3,420",38.0,47,1.24,157,111,70.1,19,10,9,14,36.8,4,2,1,1,33.3,https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Manchester City,Man City,b8fd03ef,2,38,38,"3,420",38.0,33,0.87,92,60,64.1,28,5,5,13,34.2,3,3,0,0,0.0,https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Manchester Utd,Man Utd,19538871,1,38,38,"3,420",38.0,43,1.13,142,99,69.7,23,6,9,17,44.7,3,2,1,0,33.3,https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Newcastle,Newcastle,b2b47a98,2,38,38,"3,418",38.0,33,0.87,127,94,74.0,19,14,5,14,36.8,5,2,2,1,50.0,https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Nottingham,Nott'm Forest,e4a775cb,3,38,38,"3,420",38.0,68,1.79,182,112,62.6,9,11,18,8,21.1,9,6,2,1,25.0,https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Southampton,Southampton,33c895d4,2,38,38,"3,420",38.0,73,1.92,150,81,51.3,6,7,25,4,10.5,3,2,1,0,33.3,https://fbref.com/en/squads/33c895d4/2022-2023/Southampton-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Tottenham,Spurs,361ca564,2,38,38,"3,420",38.0,63,1.66,172,109,63.4,18,6,14,10,26.3,4,3,1,0,25.0,https://fbref.com/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,West Ham,West Ham,7c21e445,2,38,38,"3,420",38.0,55,1.45,170,115,67.6,11,7,20,9,23.7,6,4,1,1,20.0,https://fbref.com/en/squads/7c21e445/2022-2023/West-Ham-United-Stats
2022-2023,Premier League,keeper,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Wolves,Wolves,8cec06e1,2,38,38,"3,420",38.0,58,1.53,174,115,66.7,11,8,19,11,28.9,4,2,2,0,50.0,https://fbref.com/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats
