season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,team_href
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Arsenal,Arsenal,18bb7c10,28,38.0,50,492,175,35.6,12.95,4.61,0.10,0.29,7,7,https://fbref.com/en/squads/18bb7c10/2018-2019/Arsenal-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Bournemouth,Bournemouth,4ba7cbea,28,38.0,67,516,168,32.6,13.58,4.42,0.13,0.40,5,5,https://fbref.com/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Brighton,Brighton,d07537b9,21,38.0,60,573,160,27.9,15.08,4.21,0.10,0.38,10,10,https://fbref.com/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Burnley,Burnley,943e8050,23,38.0,64,650,196,30.2,17.11,5.16,0.10,0.33,2,3,https://fbref.com/en/squads/943e8050/2018-2019/Burnley-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Cardiff City,Cardiff,75fae011,25,38.0,69,564,200,35.5,14.84,5.26,0.12,0.35,4,7,https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Chelsea,Chelsea,cff3d9bb,24,38.0,39,347,122,35.2,9.13,3.21,0.11,0.32,1,2,https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Crystal Palace,Crystal Palace,47c64c55,26,38.0,52,520,158,30.4,13.68,4.16,0.10,0.33,4,5,https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Everton,Everton,d3fd31cc,23,38.0,44,398,131,32.9,10.47,3.45,0.11,0.34,2,5,https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Fulham,Fulham,fd962109,28,38.0,79,580,220,37.9,15.26,5.79,0.14,0.36,5,7,https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Huddersfield,Huddersfield,f5922ca5,31,38.0,75,514,178,34.6,13.53,4.68,0.15,0.42,7,8,https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Leicester City,Leicester,a2d435b3,25,38.0,48,422,133,31.5,11.11,3.50,0.11,0.36,5,5,https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Liverpool,Liverpool,822bd0ba,23,38.0,22,306,96,31.4,8.05,2.53,0.07,0.23,0,1,https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Manchester City,Man City,b8fd03ef,21,38.0,23,234,77,32.9,6.16,2.03,0.10,0.30,4,4,https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Manchester Utd,Man Utd,19538871,28,38.0,51,490,165,33.7,12.89,4.34,0.10,0.31,6,6,https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Newcastle,Newcastle,b2b47a98,24,38.0,47,482,134,27.8,12.68,3.53,0.10,0.35,6,6,https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Southampton,Southampton,33c895d4,30,38.0,62,519,172,33.1,13.66,4.53,0.12,0.36,2,3,https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Tottenham,Spurs,361ca564,28,38.0,36,456,151,33.1,12.00,3.97,0.08,0.24,3,5,https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Watford,Watford,2abfe087,25,38.0,56,486,175,36.0,12.79,4.61,0.12,0.32,4,5,https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,West Ham,West Ham,7c21e445,26,38.0,54,523,193,36.9,13.76,5.08,0.10,0.28,4,5,https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats
2018-2019,Premier League,shooting,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Wolves,Wolves,8cec06e1,21,38.0,42,459,138,30.1,12.08,3.63,0.09,0.30,3,4,https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats
