season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,team_href
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester City,Man City,b8fd03ef,25,38.0,25,234,83,35.5,6.16,2.18,0.11,0.30,0,2,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester Utd,Man Utd,19538871,27,38.0,26,435,142,32.6,11.45,3.74,0.06,0.18,1,1,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Newcastle,Newcastle,b2b47a98,27,38.0,44,471,142,30.1,12.39,3.74,0.09,0.31,4,6,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Southampton,Southampton,33c895d4,26,38.0,56,490,163,33.3,12.89,4.29,0.11,0.34,1,2,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Stoke City,Stoke,17892952,30,38.0,66,574,211,36.8,15.11,5.55,0.11,0.31,5,5,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Swansea City,Swansea,fb10988f,26,38.0,54,533,184,34.5,14.03,4.84,0.10,0.29,3,6,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Tottenham,Spurs,361ca564,25,38.0,35,353,122,34.6,9.29,3.21,0.10,0.29,2,3,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Watford,Watford,2abfe087,29,38.0,63,407,150,36.9,10.71,3.95,0.15,0.42,6,6,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,West Brom,West Brom,60c6b05f,24,38.0,54,515,153,29.7,13.55,4.03,0.10,0.35,1,1,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats
2017-2018,Premier League,shooting,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,West Ham,West Ham,7c21e445,27,38.0,67,557,181,32.5,14.66,4.76,0.12,0.37,5,6,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats
