season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,team_href
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester City,Man City,b8fd03ef,25,38.0,103,656,254,38.7,17.26,6.68,0.16,0.41,6,8,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester Utd,Man Utd,19538871,27,38.0,67,509,170,33.4,13.39,4.47,0.13,0.39,1,3,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Newcastle,Newcastle,b2b47a98,27,38.0,38,450,146,32.4,11.84,3.84,0.08,0.26,0,1,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Southampton,Southampton,33c895d4,26,38.0,36,447,136,30.4,11.76,3.58,0.08,0.26,3,3,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Stoke City,Stoke,17892952,30,38.0,34,380,122,32.1,10.00,3.21,0.09,0.28,0,3,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Swansea City,Swansea,fb10988f,26,38.0,27,338,95,28.1,8.89,2.50,0.08,0.28,1,1,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Tottenham,Spurs,361ca564,25,38.0,70,620,209,33.7,16.32,5.50,0.11,0.33,2,3,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Watford,Watford,2abfe087,29,38.0,42,434,126,29.0,11.42,3.32,0.10,0.33,3,6,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,West Brom,West Brom,60c6b05f,24,38.0,31,377,111,29.4,9.92,2.92,0.08,0.28,1,1,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats
2017-2018,Premier League,shooting,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,West Ham,West Ham,7c21e445,27,38.0,48,368,127,34.5,9.68,3.34,0.13,0.38,2,4,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats
