season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Arsenal,Arsenal,18bb7c10,21,26.4,40.2,5,55,450,5.0,4,4,8,4,0,1,18,1,0.80,0.80,1.60,0.80,1.60,https://fbref.com/en/squads/18bb7c10/Arsenal-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Aston Villa,Aston Villa,8602292d,22,26.6,54.2,5,55,450,5.0,8,7,15,8,0,0,11,0,1.60,1.40,3.00,1.60,3.00,https://fbref.com/en/squads/8602292d/Aston-Villa-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Bournemouth,Bournemouth,4ba7cbea,18,25.6,52.0,4,44,360,4.0,7,4,11,7,0,0,6,0,1.75,1.00,2.75,1.75,2.75,https://fbref.com/en/squads/4ba7cbea/Bournemouth-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Brentford,Brentford,cd051869,20,26.8,54.8,5,55,450,5.0,4,2,6,3,1,1,8,0,0.80,0.40,1.20,0.60,1.00,https://fbref.com/en/squads/cd051869/Brentford-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Brighton,Brighton,d07537b9,22,27.1,35.2,5,55,450,5.0,5,4,9,5,0,0,8,2,1.00,0.80,1.80,1.00,1.80,https://fbref.com/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Chelsea,Chelsea,cff3d9bb,23,26.5,52.6,5,55,450,5.0,11,6,17,11,0,0,14,0,2.20,1.20,3.40,2.20,3.40,https://fbref.com/en/squads/cff3d9bb/Chelsea-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Coventry City,Coventry City,f7e3dfe9,21,26.2,60.8,5,55,450,5.0,10,8,18,9,1,1,8,0,2.00,1.60,3.60,1.80,3.40,https://fbref.com/en/squads/f7e3dfe9/Coventry-City-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Crystal Palace,Crystal Palace,47c64c55,26,26.1,57.8,4,44,360,4.0,11,8,19,11,0,0,5,0,2.75,2.00,4.75,2.75,4.75,https://fbref.com/en/squads/47c64c55/Crystal-Palace-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Everton,Everton,d3fd31cc,20,26.5,56.2,5,55,450,5.0,3,3,6,3,0,0,10,1,0.60,0.60,1.20,0.60,1.20,https://fbref.com/en/squads/d3fd31cc/Everton-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Fulham,Fulham,fd962109,20,26.1,42.8,4,44,360,4.0,7,6,13,7,0,0,3,0,1.75,1.50,3.25,1.75,3.25,https://fbref.com/en/squads/fd962109/Fulham-Stats
