season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Arsenal,Arsenal,18bb7c10,2,38,38,"3,420",38.0,48,1.26,193,144,75.1,14,14,10,10,26.3,8,7,1,0,12.5,https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Aston Villa,Aston Villa,8602292d,4,38,38,"3,420",38.0,67,1.76,182,115,63.2,9,8,21,7,18.4,6,5,1,0,16.7,https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Bournemouth,Bournemouth,4ba7cbea,2,38,38,"3,420",38.0,65,1.71,192,126,66.1,9,7,22,5,13.2,6,5,1,0,16.7,https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Brighton,Brighton,d07537b9,1,38,38,"3,420",38.0,54,1.42,170,116,68.2,9,14,15,9,23.7,2,2,0,0,0.0,https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Burnley,Burnley,943e8050,1,38,38,"3,420",38.0,50,1.32,167,117,70.1,15,9,14,15,39.5,5,4,1,0,20.0,https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Chelsea,Chelsea,cff3d9bb,2,38,38,"3,420",38.0,54,1.42,115,64,53.0,20,6,12,9,23.7,2,2,0,0,0.0,https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Crystal Palace,Crystal Palace,47c64c55,2,38,38,"3,420",38.0,50,1.32,172,124,70.9,11,10,17,10,26.3,1,0,0,1,,https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Everton,Everton,d3fd31cc,1,38,38,"3,420",38.0,56,1.47,150,94,62.7,13,10,15,9,23.7,4,3,0,1,0.0,https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Leicester City,Leicester,a2d435b3,1,38,38,"3,420",38.0,41,1.08,135,94,69.6,18,8,12,13,34.2,10,8,2,0,20.0,https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Liverpool,Liverpool,822bd0ba,2,38,38,"3,418",38.0,33,0.87,108,75,69.4,32,3,3,15,39.5,1,1,0,0,0.0,https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Manchester City,Man City,b8fd03ef,2,38,38,"3,418",38.0,35,0.92,110,76,68.2,26,3,9,17,44.7,3,3,0,0,0.0,https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Manchester Utd,Man Utd,19538871,1,38,38,"3,420",38.0,36,0.95,131,96,72.5,18,12,8,13,34.2,3,3,0,0,0.0,https://fbref.com/en/squads/19538871/2019-2020/Manchester-United-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Newcastle,Newcastle,b2b47a98,1,38,38,"3,420",38.0,58,1.53,197,139,70.6,11,11,16,11,28.9,2,2,0,0,0.0,https://fbref.com/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Norwich City,Norwich,1c781004,3,38,38,"3,420",38.0,75,1.97,210,135,64.3,5,6,27,5,13.2,7,4,3,0,42.9,https://fbref.com/en/squads/1c781004/2019-2020/Norwich-City-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Sheffield United,Sheffield Utd,1df6b87e,2,38,38,"3,420",38.0,39,1.03,139,99,71.9,14,12,12,13,34.2,3,1,1,1,50.0,https://fbref.com/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Southampton,Southampton,33c895d4,2,38,38,"3,420",38.0,60,1.58,168,108,64.3,15,7,16,9,23.7,4,3,1,0,25.0,https://fbref.com/en/squads/33c895d4/2019-2020/Southampton-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Tottenham,Spurs,361ca564,2,38,38,"3,420",38.0,47,1.24,181,134,74.0,16,11,11,8,21.1,7,5,2,0,28.6,https://fbref.com/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Watford,Watford,2abfe087,1,38,38,"3,420",38.0,64,1.68,178,116,64.0,8,10,20,9,23.7,9,8,1,0,11.1,https://fbref.com/en/squads/2abfe087/2019-2020/Watford-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,West Ham,West Ham,7c21e445,4,38,38,"3,420",38.0,62,1.63,187,127,66.8,10,9,19,7,18.4,6,5,1,0,16.7,https://fbref.com/en/squads/7c21e445/2019-2020/West-Ham-United-Stats
2019-2020,Premier League,keeper,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Wolves,Wolves,8cec06e1,1,38,38,"3,420",38.0,40,1.05,129,88,69.0,15,14,9,13,34.2,3,1,2,0,66.7,https://fbref.com/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats
