season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Arsenal,Arsenal,18bb7c10,30,26.8,61.4,38,418,"3,420",38.0,73,61,134,69,4,5,57,,1.92,1.61,3.53,1.82,3.42,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Bournemouth,Bournemouth,4ba7cbea,22,26.9,48.1,38,418,"3,420",38.0,45,36,81,42,3,3,57,,1.18,0.95,2.13,1.11,2.05,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Brighton,Brighton,d07537b9,24,27.5,43.7,38,418,"3,420",38.0,33,25,58,28,5,7,54,,0.87,0.66,1.53,0.74,1.39,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Burnley,Burnley,943e8050,24,27.5,43.7,38,418,"3,420",38.0,35,26,61,35,0,0,65,,0.92,0.68,1.61,0.92,1.61,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Chelsea,Chelsea,cff3d9bb,26,26.7,55.6,38,418,"3,420",38.0,60,42,102,57,3,3,46,,1.58,1.11,2.68,1.50,2.61,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Crystal Palace,Crystal Palace,47c64c55,28,27.1,45.2,38,418,"3,420",38.0,44,26,70,36,8,10,72,,1.16,0.68,1.84,0.95,1.63,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Everton,Everton,d3fd31cc,30,26.7,45.5,38,418,"3,420",38.0,42,26,68,37,5,8,55,,1.11,0.68,1.79,0.97,1.66,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Huddersfield,Huddersfield,f5922ca5,25,26.4,45.7,38,418,"3,420",38.0,25,19,44,23,2,2,65,,0.66,0.50,1.16,0.61,1.11,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Leicester City,Leicester,a2d435b3,27,27.2,48.0,38,418,"3,420",38.0,53,38,91,48,5,6,60,,1.39,1.00,2.39,1.26,2.26,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Liverpool,Liverpool,822bd0ba,27,25.6,60.3,38,418,"3,420",38.0,82,58,140,80,2,3,44,,2.16,1.53,3.68,2.11,3.63,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester City,Man City,b8fd03ef,25,26.4,71.0,38,418,"3,420",38.0,103,85,188,97,6,8,63,,2.71,2.24,4.95,2.55,4.79,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester Utd,Man Utd,19538871,27,26.7,54.7,38,418,"3,420",38.0,67,53,120,66,1,3,64,,1.76,1.39,3.16,1.74,3.13,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats
2017-2018,Premier League,standard,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Newcastle,Newcastle,b2b47a98,27,25.6,41.7,38,418,"3,420",38.0,38,29,67,38,0,1,54,,1.00,0.76,1.76,1.00,1.76,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats
