season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,team_href
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Arsenal,Arsenal,18bb7c10,26,38.0,84,589,194,32.9,15.50,5.11,0.14,0.43,3,4,https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Aston Villa,Aston Villa,8602292d,26,38.0,49,427,145,34.0,11.24,3.82,0.11,0.34,3,4,https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Bournemouth,Bournemouth,4ba7cbea,31,38.0,37,358,126,35.2,9.42,3.32,0.10,0.29,0,0,https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brentford,Brentford,cd051869,25,38.0,56,400,147,36.8,10.53,3.87,0.14,0.38,7,8,https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brighton,Brighton,d07537b9,29,38.0,68,607,219,36.1,15.97,5.76,0.11,0.31,6,6,https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Chelsea,Chelsea,cff3d9bb,32,38.0,37,481,151,31.4,12.66,3.97,0.08,0.25,3,3,https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Crystal Palace,Crystal Palace,47c64c55,26,38.0,38,423,133,31.4,11.13,3.50,0.09,0.29,1,3,https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Everton,Everton,d3fd31cc,28,38.0,32,426,143,33.6,11.21,3.76,0.08,0.22,3,3,https://fbref.com/en/squads/d3fd31cc/2022-2023/Everton-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Fulham,Fulham,fd962109,29,38.0,52,420,137,32.6,11.05,3.61,0.12,0.38,5,9,https://fbref.com/en/squads/fd962109/2022-2023/Fulham-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leeds United,Leeds,5bfb9659,29,38.0,45,459,141,30.7,12.08,3.71,0.10,0.32,1,3,https://fbref.com/en/squads/5bfb9659/2022-2023/Leeds-United-Stats
