season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Arsenal,Arsenal,18bb7c10,2,38,38,"3,420",38.0,74,1.95,228,154,67.5,13,6,19,6,15.8,5,4,1,0,20.0,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Bournemouth,Bournemouth,4ba7cbea,1,38,38,"3,420",38.0,45,1.18,156,111,71.2,16,11,11,12,31.6,3,3,0,0,0.0,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Brighton,Brighton,d07537b9,1,38,38,"3,420",38.0,34,0.89,116,82,70.7,16,13,9,17,44.7,7,5,1,1,16.7,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Burnley,Burnley,943e8050,2,38,38,"3,420",38.0,36,0.95,126,91,71.4,12,12,14,13,34.2,0,0,0,0,,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Chelsea,Chelsea,cff3d9bb,2,38,38,"3,420",38.0,62,1.63,213,153,70.9,10,7,21,8,21.1,3,3,0,0,0.0,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Crystal Palace,Crystal Palace,47c64c55,2,38,38,"3,420",38.0,45,1.18,144,98,68.8,16,11,11,14,36.8,10,8,2,0,20.0,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Everton,Everton,d3fd31cc,1,38,38,"3,420",38.0,44,1.16,118,73,62.7,15,10,13,11,28.9,8,5,3,0,37.5,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Huddersfield,Huddersfield,f5922ca5,1,38,38,"3,420",38.0,28,0.74,110,82,74.5,19,10,9,21,55.3,2,2,0,0,0.0,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Leicester City,Leicester,a2d435b3,3,38,38,"3,420",38.0,56,1.47,143,89,60.8,15,11,12,8,21.1,6,5,1,0,16.7,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Liverpool,Liverpool,822bd0ba,2,38,38,"3,420",38.0,84,2.21,229,146,63.3,5,12,21,7,18.4,3,2,1,0,33.3,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats
2017-2018,Premier League,keeper,squad_against,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester City,Man City,b8fd03ef,2,38,38,"3,420",38.0,106,2.79,261,157,59.4,2,4,32,2,5.3,8,6,1,1,14.3,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats
