season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Arsenal,Arsenal,18bb7c10,2,38,38,"3,420",38.0,51,1.34,147,94,65.3,19,6,13,13,34.2,6,5,1,0,16.7,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Bournemouth,Bournemouth,4ba7cbea,1,38,38,"3,420",38.0,61,1.61,170,109,64.1,11,11,16,6,15.8,3,2,1,0,33.3,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Brighton,Brighton,d07537b9,1,38,38,"3,420",38.0,54,1.42,175,121,69.1,9,13,16,10,26.3,3,1,2,0,66.7,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Burnley,Burnley,943e8050,2,38,38,"3,420",38.0,39,1.03,160,121,75.6,14,12,12,12,31.6,5,3,1,1,25.0,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Chelsea,Chelsea,cff3d9bb,2,38,38,"3,420",38.0,38,1.00,119,81,68.1,21,7,10,16,42.1,2,2,0,0,0.0,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Crystal Palace,Crystal Palace,47c64c55,2,38,38,"3,420",38.0,55,1.45,172,117,68.0,11,11,16,9,23.7,2,2,0,0,0.0,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Everton,Everton,d3fd31cc,1,38,38,"3,420",38.0,58,1.53,178,119,67.4,13,10,15,10,26.3,5,3,1,1,25.0,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Huddersfield,Huddersfield,f5922ca5,1,38,38,"3,420",38.0,58,1.53,158,99,63.3,9,10,19,10,26.3,6,4,2,0,33.3,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Leicester City,Leicester,a2d435b3,3,38,38,"3,420",38.0,60,1.58,164,104,63.4,12,11,15,9,23.7,4,2,2,0,50.0,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Liverpool,Liverpool,822bd0ba,2,38,38,"3,420",38.0,38,1.00,104,64,63.5,21,12,5,17,44.7,6,4,2,0,33.3,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats
