season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Arsenal,Arsenal,18bb7c10,25,26.1,43.6,38,418,"3,420",38.0,26,15,41,26,0,0,72,2,0.68,0.39,1.08,0.68,1.08,https://fbref.com/en/squads/18bb7c10/2025-2026/Arsenal-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Aston Villa,Aston Villa,8602292d,30,26.0,46.3,38,418,"3,420",38.0,48,30,78,47,1,2,90,2,1.26,0.79,2.05,1.24,2.03,https://fbref.com/en/squads/8602292d/2025-2026/Aston-Villa-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Bournemouth,Bournemouth,4ba7cbea,26,26.2,49.9,38,418,"3,420",38.0,51,31,82,45,6,6,70,4,1.34,0.82,2.16,1.18,2.00,https://fbref.com/en/squads/4ba7cbea/2025-2026/Bournemouth-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Brentford,Brentford,cd051869,26,26.3,52.5,38,418,"3,420",38.0,49,30,79,44,5,8,74,1,1.29,0.79,2.08,1.16,1.95,https://fbref.com/en/squads/cd051869/2025-2026/Brentford-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Brighton,Brighton,d07537b9,28,26.1,46.1,38,418,"3,420",38.0,42,30,72,37,5,6,77,1,1.11,0.79,1.89,0.97,1.76,https://fbref.com/en/squads/d07537b9/2025-2026/Brighton-and-Hove-Albion-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Burnley,Burnley,943e8050,28,26.1,57.5,38,418,"3,420",38.0,71,46,117,64,7,8,47,1,1.87,1.21,3.08,1.68,2.89,https://fbref.com/en/squads/943e8050/2025-2026/Burnley-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Chelsea,Chelsea,cff3d9bb,30,26.3,42.3,38,418,"3,420",38.0,51,39,90,49,2,2,85,3,1.34,1.03,2.37,1.29,2.32,https://fbref.com/en/squads/cff3d9bb/2025-2026/Chelsea-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Crystal Palace,Crystal Palace,47c64c55,30,26.2,54.1,38,418,"3,420",38.0,49,30,79,44,5,7,68,4,1.29,0.79,2.08,1.16,1.95,https://fbref.com/en/squads/47c64c55/2025-2026/Crystal-Palace-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Everton,Everton,d3fd31cc,22,26.0,56.2,38,418,"3,420",38.0,49,42,91,46,3,4,61,0,1.29,1.11,2.39,1.21,2.32,https://fbref.com/en/squads/d3fd31cc/2025-2026/Everton-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Fulham,Fulham,fd962109,24,26.1,48.3,38,418,"3,420",38.0,48,37,85,45,3,4,63,4,1.26,0.97,2.24,1.18,2.16,https://fbref.com/en/squads/fd962109/2025-2026/Fulham-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Leeds United,Leeds,5bfb9659,24,26.1,54.3,38,418,"3,420",38.0,55,38,93,49,6,6,67,1,1.45,1.00,2.45,1.29,2.29,https://fbref.com/en/squads/5bfb9659/2025-2026/Leeds-United-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Liverpool,Liverpool,822bd0ba,24,26.2,40.7,38,418,"3,420",38.0,53,33,86,50,3,4,81,5,1.39,0.87,2.26,1.32,2.18,https://fbref.com/en/squads/822bd0ba/2025-2026/Liverpool-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Manchester City,Man City,b8fd03ef,27,26.2,39.3,38,418,"3,420",38.0,35,20,55,34,1,2,78,2,0.92,0.53,1.45,0.89,1.42,https://fbref.com/en/squads/b8fd03ef/2025-2026/Manchester-City-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Manchester Utd,Man Utd,19538871,27,26.1,48.1,38,418,"3,420",38.0,48,31,79,44,4,4,77,5,1.26,0.82,2.08,1.16,1.97,https://fbref.com/en/squads/19538871/2025-2026/Manchester-United-Stats
2025-2026,Premier League,standard,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Newcastle,Newcastle,b2b47a98,26,26.0,47.5,38,418,"3,420",38.0,53,33,86,48,5,5,91,2,1.39,0.87,2.26,1.26,2.13,https://fbref.com/en/squads/b2b47a98/2025-2026/Newcastle-United-Stats
