season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Arsenal,Arsenal,18bb7c10,25,26.0,56.4,38,418,"3,420",38.0,67,51,118,63,4,4,51,0,1.76,1.34,3.11,1.66,3.00,https://fbref.com/en/squads/18bb7c10/2025-2026/Arsenal-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Aston Villa,Aston Villa,8602292d,30,28.0,53.7,38,418,"3,420",38.0,53,40,93,53,0,0,58,1,1.39,1.05,2.45,1.39,2.45,https://fbref.com/en/squads/8602292d/2025-2026/Aston-Villa-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Bournemouth,Bournemouth,4ba7cbea,26,25.0,50.1,38,418,"3,420",38.0,57,35,92,52,5,6,88,2,1.50,0.92,2.42,1.37,2.29,https://fbref.com/en/squads/4ba7cbea/2025-2026/Bournemouth-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Brentford,Brentford,cd051869,26,25.2,47.5,38,418,"3,420",38.0,53,33,86,45,8,10,69,1,1.39,0.87,2.26,1.18,2.05,https://fbref.com/en/squads/cd051869/2025-2026/Brentford-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Brighton,Brighton,d07537b9,28,26.1,53.9,38,418,"3,420",38.0,51,33,84,48,3,5,86,0,1.34,0.87,2.21,1.26,2.13,https://fbref.com/en/squads/d07537b9/2025-2026/Brighton-and-Hove-Albion-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Burnley,Burnley,943e8050,28,27.0,42.5,38,418,"3,420",38.0,35,27,62,33,2,2,66,3,0.92,0.71,1.63,0.87,1.58,https://fbref.com/en/squads/943e8050/2025-2026/Burnley-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Chelsea,Chelsea,cff3d9bb,30,24.1,57.7,38,418,"3,420",38.0,57,39,96,50,7,8,98,8,1.50,1.03,2.53,1.32,2.34,https://fbref.com/en/squads/cff3d9bb/2025-2026/Chelsea-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Crystal Palace,Crystal Palace,47c64c55,30,26.2,45.9,38,418,"3,420",38.0,40,23,63,32,8,8,76,2,1.05,0.61,1.66,0.84,1.45,https://fbref.com/en/squads/47c64c55/2025-2026/Crystal-Palace-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Everton,Everton,d3fd31cc,22,27.3,43.8,38,418,"3,420",38.0,45,34,79,43,2,2,74,4,1.18,0.89,2.08,1.13,2.03,https://fbref.com/en/squads/d3fd31cc/2025-2026/Everton-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Fulham,Fulham,fd962109,24,28.1,51.7,38,418,"3,420",38.0,43,26,69,38,5,5,75,1,1.13,0.68,1.82,1.00,1.68,https://fbref.com/en/squads/fd962109/2025-2026/Fulham-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Leeds United,Leeds,5bfb9659,24,26.8,45.7,38,418,"3,420",38.0,48,24,72,42,6,8,64,1,1.26,0.63,1.89,1.11,1.74,https://fbref.com/en/squads/5bfb9659/2025-2026/Leeds-United-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Liverpool,Liverpool,822bd0ba,24,26.6,59.3,38,418,"3,420",38.0,61,44,105,60,1,2,57,1,1.61,1.16,2.76,1.58,2.74,https://fbref.com/en/squads/822bd0ba/2025-2026/Liverpool-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Manchester City,Man City,b8fd03ef,27,25.4,60.7,38,418,"3,420",38.0,74,57,131,71,3,4,67,0,1.95,1.50,3.45,1.87,3.37,https://fbref.com/en/squads/b8fd03ef/2025-2026/Manchester-City-Stats
2025-2026,Premier League,standard,squad_for,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Manchester Utd,Man Utd,19538871,27,26.1,51.9,38,418,"3,420",38.0,66,46,112,62,4,6,64,3,1.74,1.21,2.95,1.63,2.84,https://fbref.com/en/squads/19538871/2025-2026/Manchester-United-Stats
