season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Arsenal,Arsenal,18bb7c10,1,38,38,"3,420",38.0,69,1.82,182,113,62.1,4,14,20,5,13.2,2,2,0,0,0.0,https://fbref.com/en/squads/18bb7c10/2024-2025/Arsenal-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Aston Villa,Aston Villa,8602292d,2,38,38,"3,420",38.0,58,1.53,165,106,64.8,10,9,19,7,18.4,6,3,3,0,50.0,https://fbref.com/en/squads/8602292d/2024-2025/Aston-Villa-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Bournemouth,Bournemouth,4ba7cbea,3,38,38,"3,420",38.0,58,1.53,199,141,70.9,12,11,15,8,21.1,7,6,1,0,14.3,https://fbref.com/en/squads/4ba7cbea/2024-2025/Bournemouth-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Brentford,Brentford,cd051869,2,38,38,"3,420",38.0,66,1.74,179,113,63.1,14,8,16,8,21.1,6,5,1,0,16.7,https://fbref.com/en/squads/cd051869/2024-2025/Brentford-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Brighton,Brighton,d07537b9,2,38,38,"3,420",38.0,66,1.74,190,126,65.3,9,13,16,5,13.2,7,7,0,0,0.0,https://fbref.com/en/squads/d07537b9/2024-2025/Brighton-and-Hove-Albion-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Chelsea,Chelsea,cff3d9bb,2,38,38,"3,420",38.0,64,1.68,208,146,69.2,9,9,20,7,18.4,5,4,1,0,20.0,https://fbref.com/en/squads/cff3d9bb/2024-2025/Chelsea-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Crystal Palace,Crystal Palace,47c64c55,1,38,38,"3,420",38.0,51,1.34,179,129,71.5,11,14,13,8,21.1,4,3,1,0,25.0,https://fbref.com/en/squads/47c64c55/2024-2025/Crystal-Palace-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Everton,Everton,d3fd31cc,1,38,38,"3,420",38.0,42,1.11,141,102,70.2,12,15,11,15,39.5,2,2,0,0,0.0,https://fbref.com/en/squads/d3fd31cc/2024-2025/Everton-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Fulham,Fulham,fd962109,1,38,38,"3,420",38.0,54,1.42,171,117,68.4,14,9,15,7,18.4,4,3,1,0,25.0,https://fbref.com/en/squads/fd962109/2024-2025/Fulham-Stats
2024-2025,Premier League,keeper,squad_against,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Ipswich Town,Ipswich,b74092de,3,38,38,"3,420",38.0,36,0.95,122,87,70.5,24,10,4,14,36.8,2,2,0,0,0.0,https://fbref.com/en/squads/b74092de/2024-2025/Ipswich-Town-Stats
