season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,team_href
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Arsenal,Arsenal,18bb7c10,29,38.0,69,0,0,394,390,99,701,558,492,4,10,1,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Bournemouth,Bournemouth,4ba7cbea,27,38.0,56,2,2,372,492,54,642,481,466,11,4,4,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Burnley,Burnley,943e8050,27,38.0,67,1,1,428,415,103,676,569,473,4,5,2,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Chelsea,Chelsea,cff3d9bb,24,38.0,72,0,0,394,474,65,697,523,482,4,2,1,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Crystal Palace,Crystal Palace,47c64c55,31,38.0,79,0,0,471,470,57,880,575,521,6,2,0,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Everton,Everton,d3fd31cc,27,38.0,74,1,1,457,419,83,775,472,557,3,5,1,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Hull City,Hull,bd8769d1,28,38.0,67,0,0,403,390,71,748,587,474,2,14,5,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Leicester City,Leicester,a2d435b3,25,38.0,73,0,0,447,332,65,735,559,508,5,4,2,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Liverpool,Liverpool,822bd0ba,23,38.0,54,0,0,396,383,78,815,425,540,5,5,0,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Manchester City,Man City,b8fd03ef,25,38.0,71,0,0,395,427,93,810,527,476,9,5,1,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Manchester Utd,Man Utd,19538871,31,38.0,80,1,1,498,443,102,852,610,507,2,5,1,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Middlesbrough,Middlesbrough,7f59c601,27,38.0,79,1,1,480,399,51,735,570,558,2,5,0,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Southampton,Southampton,33c895d4,26,38.0,61,1,1,426,415,75,960,539,507,5,9,0,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Stoke City,Stoke,17892952,26,38.0,72,1,1,434,440,87,725,528,489,5,2,5,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Sunderland,Sunderland,8ef52968,31,38.0,84,3,3,437,392,80,633,574,495,3,4,2,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Swansea City,Swansea,fb10988f,27,38.0,56,0,0,399,425,50,867,471,481,3,10,5,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Tottenham,Spurs,361ca564,24,38.0,62,0,0,431,463,74,763,331,512,9,2,1,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Watford,Watford,2abfe087,33,38.0,90,3,3,514,417,63,696,532,468,3,4,2,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,West Brom,West Brom,60c6b05f,23,38.0,80,0,0,448,343,61,770,564,441,0,3,1,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats
2016-2017,Premier League,misc,squad_for,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,West Ham,West Ham,7c21e445,29,38.0,86,4,4,408,461,80,759,634,452,4,8,0,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats
