season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Arsenal,Arsenal,18bb7c10,25,25.8,56.9,38,418,"3,420",38.0,67,55,122,65,2,2,70,6,1.76,1.45,3.21,1.71,3.16,https://fbref.com/en/squads/18bb7c10/2024-2025/Arsenal-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Aston Villa,Aston Villa,8602292d,28,27.0,50.5,38,418,"3,420",38.0,56,45,101,53,3,6,76,4,1.47,1.18,2.66,1.39,2.58,https://fbref.com/en/squads/8602292d/2024-2025/Aston-Villa-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Bournemouth,Bournemouth,4ba7cbea,29,25.1,48.5,38,418,"3,420",38.0,57,41,98,51,6,7,97,3,1.50,1.08,2.58,1.34,2.42,https://fbref.com/en/squads/4ba7cbea/2024-2025/Bournemouth-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Brentford,Brentford,cd051869,28,25.8,47.9,38,418,"3,420",38.0,65,44,109,60,5,6,62,1,1.71,1.16,2.87,1.58,2.74,https://fbref.com/en/squads/cd051869/2024-2025/Brentford-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Brighton,Brighton,d07537b9,32,24.8,52.3,38,418,"3,420",38.0,64,41,105,57,7,7,78,3,1.68,1.08,2.76,1.50,2.58,https://fbref.com/en/squads/d07537b9/2024-2025/Brighton-and-Hove-Albion-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Chelsea,Chelsea,cff3d9bb,29,23.7,57.1,38,418,"3,420",38.0,61,47,108,57,4,5,101,2,1.61,1.24,2.84,1.50,2.74,https://fbref.com/en/squads/cff3d9bb/2024-2025/Chelsea-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Crystal Palace,Crystal Palace,47c64c55,29,26.2,42.8,38,418,"3,420",38.0,49,38,87,46,3,4,80,4,1.29,1.00,2.29,1.21,2.21,https://fbref.com/en/squads/47c64c55/2024-2025/Crystal-Palace-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Everton,Everton,d3fd31cc,26,28.0,40.9,38,418,"3,420",38.0,39,27,66,37,2,2,82,2,1.03,0.71,1.74,0.97,1.68,https://fbref.com/en/squads/d3fd31cc/2024-2025/Everton-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Fulham,Fulham,fd962109,26,28.1,52.3,38,418,"3,420",38.0,53,44,97,50,3,4,80,2,1.39,1.16,2.55,1.32,2.47,https://fbref.com/en/squads/fd962109/2024-2025/Fulham-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Ipswich Town,Ipswich,b74092de,32,25.8,40.6,38,418,"3,420",38.0,35,26,61,33,2,2,93,5,0.92,0.68,1.61,0.87,1.55,https://fbref.com/en/squads/b74092de/2024-2025/Ipswich-Town-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Leicester City,Leicester,a2d435b3,32,26.5,45.4,38,418,"3,420",38.0,33,25,58,31,2,3,87,0,0.87,0.66,1.53,0.82,1.47,https://fbref.com/en/squads/a2d435b3/2024-2025/Leicester-City-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Liverpool,Liverpool,822bd0ba,24,27.2,57.7,38,418,"3,420",38.0,85,65,150,76,9,9,67,3,2.24,1.71,3.95,2.00,3.71,https://fbref.com/en/squads/822bd0ba/2024-2025/Liverpool-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Manchester City,Man City,b8fd03ef,30,26.8,61.3,38,418,"3,420",38.0,71,51,122,68,3,4,59,2,1.87,1.34,3.21,1.79,3.13,https://fbref.com/en/squads/b8fd03ef/2024-2025/Manchester-City-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Manchester Utd,Man Utd,19538871,31,25.5,53.5,38,418,"3,420",38.0,42,29,71,38,4,4,86,3,1.11,0.76,1.87,1.00,1.76,https://fbref.com/en/squads/19538871/2024-2025/Manchester-United-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Newcastle,Newcastle,b2b47a98,24,27.4,51.3,38,418,"3,420",38.0,66,50,116,61,5,6,68,1,1.74,1.32,3.05,1.61,2.92,https://fbref.com/en/squads/b2b47a98/2024-2025/Newcastle-United-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Nottingham,Nott'm Forest,e4a775cb,23,26.1,41.2,38,418,"3,420",38.0,57,42,99,54,3,3,90,2,1.50,1.11,2.61,1.42,2.53,https://fbref.com/en/squads/e4a775cb/2024-2025/Nottingham-Forest-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Southampton,Southampton,33c895d4,36,25.2,48.5,38,418,"3,420",38.0,25,16,41,25,0,2,89,3,0.66,0.42,1.08,0.66,1.08,https://fbref.com/en/squads/33c895d4/2024-2025/Southampton-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Tottenham,Spurs,361ca564,31,25.0,54.7,38,418,"3,420",38.0,61,47,108,58,3,4,72,1,1.61,1.24,2.84,1.53,2.76,https://fbref.com/en/squads/361ca564/2024-2025/Tottenham-Hotspur-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,West Ham,West Ham,7c21e445,27,28.1,48.4,38,418,"3,420",38.0,43,29,72,40,3,3,82,3,1.13,0.76,1.89,1.05,1.82,https://fbref.com/en/squads/7c21e445/2024-2025/West-Ham-United-Stats
2024-2025,Premier League,standard,squad_for,2024-2025 Premier League Stats _ FBref.com.html,2026-09-20T20:38:52.328259+00:00,Wolves,Wolves,8cec06e1,32,26.9,48.1,38,418,"3,420",38.0,53,42,95,53,0,0,79,2,1.39,1.11,2.50,1.39,2.50,https://fbref.com/en/squads/8cec06e1/2024-2025/Wolverhampton-Wanderers-Stats
