season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Arsenal,Arsenal,18bb7c10,27,26.9,46.8,38,418,"3,420",38.0,47,33,80,42,5,6,69,3,1.24,0.87,2.11,1.11,1.97,https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Aston Villa,Aston Villa,8602292d,31,26.7,53.5,38,418,"3,420",38.0,52,35,87,48,4,6,83,1,1.37,0.92,2.29,1.26,2.18,https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Brentford,Brentford,cd051869,29,26.8,55.5,38,418,"3,420",38.0,54,41,95,49,5,5,50,3,1.42,1.08,2.50,1.29,2.37,https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Brighton,Brighton,d07537b9,26,26.9,45.3,38,418,"3,420",38.0,44,34,78,41,3,4,80,0,1.16,0.89,2.05,1.08,1.97,https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Burnley,Burnley,943e8050,23,26.7,60.2,38,418,"3,420",38.0,51,36,87,46,5,5,44,0,1.34,0.95,2.29,1.21,2.16,https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Chelsea,Chelsea,cff3d9bb,26,26.7,37.7,38,418,"3,420",38.0,32,20,52,26,6,6,69,4,0.84,0.53,1.37,0.68,1.21,https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Crystal Palace,Crystal Palace,47c64c55,24,26.8,49.1,38,418,"3,420",38.0,44,30,74,41,3,4,74,3,1.16,0.79,1.95,1.08,1.87,https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Everton,Everton,d3fd31cc,33,26.8,60.3,38,418,"3,420",38.0,61,46,107,59,2,2,72,0,1.61,1.21,2.82,1.55,2.76,https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Leeds United,Leeds,5bfb9659,29,26.9,47.5,38,418,"3,420",38.0,78,59,137,73,5,5,74,3,2.05,1.55,3.61,1.92,3.47,https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Leicester City,Leicester,a2d435b3,28,26.8,47.9,38,418,"3,420",38.0,58,36,94,51,7,9,60,0,1.53,0.95,2.47,1.34,2.29,https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Liverpool,Liverpool,822bd0ba,27,26.7,36.7,38,418,"3,420",38.0,25,18,43,25,0,0,63,3,0.66,0.47,1.13,0.66,1.13,https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Manchester City,Man City,b8fd03ef,26,26.9,31.5,38,418,"3,420",38.0,26,23,49,25,1,1,68,3,0.68,0.61,1.29,0.66,1.26,https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Manchester Utd,Man Utd,19538871,29,27.0,47.1,38,418,"3,420",38.0,54,41,95,51,3,5,48,1,1.42,1.08,2.50,1.34,2.42,https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Newcastle,Newcastle,b2b47a98,29,26.8,60.1,38,418,"3,420",38.0,60,43,103,55,5,6,75,3,1.58,1.13,2.71,1.45,2.58,https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Norwich City,Norwich,1c781004,28,26.8,57.5,38,418,"3,420",38.0,82,57,139,73,9,12,62,2,2.16,1.50,3.66,1.92,3.42,https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Southampton,Southampton,33c895d4,25,26.8,52.1,38,418,"3,420",38.0,65,47,112,63,2,2,64,1,1.71,1.24,2.95,1.66,2.89,https://fbref.com/en/squads/33c895d4/2021-2022/Southampton-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Tottenham,Spurs,361ca564,25,26.8,48.0,38,418,"3,420",38.0,39,29,68,37,2,2,83,6,1.03,0.76,1.79,0.97,1.74,https://fbref.com/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Watford,Watford,2abfe087,30,26.8,59.7,38,418,"3,420",38.0,74,56,130,68,6,7,64,1,1.95,1.47,3.42,1.79,3.26,https://fbref.com/en/squads/2abfe087/2021-2022/Watford-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,West Ham,West Ham,7c21e445,25,26.8,52.2,38,418,"3,420",38.0,49,38,87,47,2,6,49,3,1.29,1.00,2.29,1.24,2.24,https://fbref.com/en/squads/7c21e445/2021-2022/West-Ham-United-Stats
2021-2022,Premier League,standard,squad_against,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Wolves,Wolves,8cec06e1,26,26.7,50.4,38,418,"3,420",38.0,42,23,65,33,9,10,90,3,1.11,0.61,1.71,0.87,1.47,https://fbref.com/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats
