season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Arsenal,Arsenal,18bb7c10,27,24.4,52.8,38,418,"3,420",38.0,60,41,101,55,5,8,67,4,1.58,1.08,2.66,1.45,2.53,https://fbref.com/en/squads/18bb7c10/2021-2022/Arsenal-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Aston Villa,Aston Villa,8602292d,31,26.1,46.5,38,418,"3,420",38.0,50,42,92,47,3,3,81,2,1.32,1.11,2.42,1.24,2.34,https://fbref.com/en/squads/8602292d/2021-2022/Aston-Villa-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Brentford,Brentford,cd051869,29,25.4,44.8,38,418,"3,420",38.0,46,33,79,40,6,6,65,3,1.21,0.87,2.08,1.05,1.92,https://fbref.com/en/squads/cd051869/2021-2022/Brentford-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Brighton,Brighton,d07537b9,26,26.2,54.4,38,418,"3,420",38.0,40,30,70,36,4,7,72,2,1.05,0.79,1.84,0.95,1.74,https://fbref.com/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Burnley,Burnley,943e8050,23,28.5,40.2,38,418,"3,420",38.0,32,26,58,31,1,2,68,2,0.84,0.68,1.53,0.82,1.50,https://fbref.com/en/squads/943e8050/2021-2022/Burnley-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Chelsea,Chelsea,cff3d9bb,26,27.4,61.8,38,418,"3,420",38.0,75,52,127,67,8,9,63,1,1.97,1.37,3.34,1.76,3.13,https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Crystal Palace,Crystal Palace,47c64c55,24,27.1,51.1,38,418,"3,420",38.0,50,31,81,44,6,8,69,1,1.32,0.82,2.13,1.16,1.97,https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Everton,Everton,d3fd31cc,33,26.7,40.0,38,418,"3,420",38.0,42,29,71,36,6,7,82,6,1.11,0.76,1.87,0.95,1.71,https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Leeds United,Leeds,5bfb9659,29,26.1,52.3,38,418,"3,420",38.0,42,26,68,37,5,5,101,3,1.11,0.68,1.79,0.97,1.66,https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Leicester City,Leicester,a2d435b3,28,26.5,52.0,38,418,"3,420",38.0,62,46,108,60,2,2,55,1,1.63,1.21,2.84,1.58,2.79,https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats
2021-2022,Premier League,standard,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Liverpool,Liverpool,822bd0ba,27,27.7,62.7,38,418,"3,420",38.0,94,71,165,87,7,8,50,1,2.47,1.87,4.34,2.29,4.16,https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats
