season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,team_href
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Arsenal,Arsenal,18bb7c10,26,38.0,51,0,0,373,435,56,674,237,343,3,5,1,https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Aston Villa,Aston Villa,8602292d,26,38.0,80,1,0,417,498,58,561,324,338,4,6,4,https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Bournemouth,Bournemouth,4ba7cbea,31,38.0,68,0,0,391,365,38,509,353,371,0,7,3,https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brentford,Brentford,cd051869,25,38.0,57,1,1,354,399,72,661,341,338,7,2,3,https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brighton,Brighton,d07537b9,29,38.0,58,0,0,427,407,70,694,303,340,4,8,6,https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Chelsea,Chelsea,cff3d9bb,32,38.0,81,3,2,397,462,74,693,341,445,3,1,3,https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Crystal Palace,Crystal Palace,47c64c55,26,38.0,82,3,2,446,479,58,591,359,421,2,4,3,https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Everton,Everton,d3fd31cc,28,38.0,81,2,1,396,382,64,704,390,424,3,6,0,https://fbref.com/en/squads/d3fd31cc/2022-2023/Everton-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Fulham,Fulham,fd962109,29,38.0,80,1,0,411,405,60,769,340,350,8,8,2,https://fbref.com/en/squads/fd962109/2022-2023/Fulham-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leeds United,Leeds,5bfb9659,29,38.0,89,3,2,467,405,60,653,392,480,2,6,1,https://fbref.com/en/squads/5bfb9659/2022-2023/Leeds-United-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leicester City,Leicester,a2d435b3,28,38.0,63,2,2,410,397,83,496,367,412,5,5,5,https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Liverpool,Liverpool,822bd0ba,28,38.0,57,1,0,405,321,84,799,333,370,3,4,2,https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Manchester City,Man City,b8fd03ef,24,38.0,44,1,0,347,384,51,742,223,272,9,3,1,https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats
2022-2023,Premier League,misc,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Manchester Utd,Man Utd,19538871,26,38.0,78,2,0,424,297,79,517,352,400,2,3,1,https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats
