season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Arsenal,Arsenal,18bb7c10,29,25.8,53.8,38,418,"3,420",38.0,56,35,91,53,3,3,88,5,1.47,0.92,2.39,1.39,2.32,https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Aston Villa,Aston Villa,8602292d,28,25.7,44.1,38,418,"3,420",38.0,40,32,72,39,1,3,70,1,1.05,0.84,1.89,1.03,1.87,https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Bournemouth,Bournemouth,4ba7cbea,27,25.2,44.1,38,418,"3,420",38.0,38,24,62,34,4,4,78,3,1.00,0.63,1.63,0.89,1.53,https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Brighton,Brighton,d07537b9,25,26.4,52.2,38,418,"3,420",38.0,35,24,59,34,1,2,59,2,0.92,0.63,1.55,0.89,1.53,https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Burnley,Burnley,943e8050,22,28.0,41.9,38,418,"3,420",38.0,41,30,71,38,3,3,67,0,1.08,0.79,1.87,1.00,1.79,https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Chelsea,Chelsea,cff3d9bb,27,25.5,60.4,38,418,"3,420",38.0,69,46,115,62,7,7,60,0,1.82,1.21,3.03,1.63,2.84,https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Crystal Palace,Crystal Palace,47c64c55,25,29.4,44.8,38,418,"3,420",38.0,29,20,49,26,3,3,62,2,0.76,0.53,1.29,0.68,1.21,https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Everton,Everton,d3fd31cc,24,25.5,49.0,38,418,"3,420",38.0,42,32,74,41,1,1,76,3,1.11,0.84,1.95,1.08,1.92,https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Leicester City,Leicester,a2d435b3,24,26.1,57.1,38,418,"3,420",38.0,65,48,113,60,5,7,43,3,1.71,1.26,2.97,1.58,2.84,https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Liverpool,Liverpool,822bd0ba,24,26.6,62.9,38,418,"3,420",38.0,83,69,152,78,5,5,38,1,2.18,1.82,4.00,2.05,3.87,https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Manchester City,Man City,b8fd03ef,24,26.9,66.2,38,418,"3,420",38.0,100,69,169,94,6,11,64,4,2.63,1.82,4.45,2.47,4.29,https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Manchester Utd,Man Utd,19538871,29,24.8,55.8,38,418,"3,420",38.0,65,43,108,55,10,14,73,0,1.71,1.13,2.84,1.45,2.58,https://fbref.com/en/squads/19538871/2019-2020/Manchester-United-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Newcastle,Newcastle,b2b47a98,28,26.5,39.0,38,418,"3,420",38.0,38,29,67,38,0,1,66,3,1.00,0.76,1.76,1.00,1.76,https://fbref.com/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Norwich City,Norwich,1c781004,30,26.0,49.3,38,418,"3,420",38.0,25,18,43,23,2,2,68,3,0.66,0.47,1.13,0.61,1.08,https://fbref.com/en/squads/1c781004/2019-2020/Norwich-City-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Sheffield United,Sheffield Utd,1df6b87e,26,26.9,43.1,38,418,"3,420",38.0,36,25,61,35,1,1,63,2,0.95,0.66,1.61,0.92,1.58,https://fbref.com/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Southampton,Southampton,33c895d4,25,25.9,48.9,38,418,"3,420",38.0,51,32,83,49,2,5,55,4,1.34,0.84,2.18,1.29,2.13,https://fbref.com/en/squads/33c895d4/2019-2020/Southampton-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Tottenham,Spurs,361ca564,29,26.7,52.0,38,418,"3,420",38.0,56,39,95,53,3,4,84,3,1.47,1.03,2.50,1.39,2.42,https://fbref.com/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Watford,Watford,2abfe087,26,28.9,42.9,38,418,"3,420",38.0,35,21,56,28,7,8,80,3,0.92,0.55,1.47,0.74,1.29,https://fbref.com/en/squads/2abfe087/2019-2020/Watford-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,West Ham,West Ham,7c21e445,29,27.4,44.1,38,418,"3,420",38.0,49,36,85,45,4,4,64,1,1.29,0.95,2.24,1.18,2.13,https://fbref.com/en/squads/7c21e445/2019-2020/West-Ham-United-Stats
2019-2020,Premier League,standard,squad_for,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Wolves,Wolves,8cec06e1,21,26.6,48.3,38,418,"3,420",38.0,49,34,83,45,4,4,61,2,1.29,0.89,2.18,1.18,2.08,https://fbref.com/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats
