season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Arsenal,Arsenal,18bb7c10,29,26.6,46.3,38,418,"3,420",38.0,48,30,78,41,7,8,79,1,1.26,0.79,2.05,1.08,1.87,https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Aston Villa,Aston Villa,8602292d,28,26.6,55.9,38,418,"3,420",38.0,66,44,110,61,5,6,90,7,1.74,1.16,2.89,1.61,2.76,https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Bournemouth,Bournemouth,4ba7cbea,27,26.8,55.9,38,418,"3,420",38.0,65,45,110,60,5,6,67,3,1.71,1.18,2.89,1.58,2.76,https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Brighton,Brighton,d07537b9,25,26.5,47.8,38,418,"3,420",38.0,52,42,94,50,2,2,61,1,1.37,1.11,2.47,1.32,2.42,https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Burnley,Burnley,943e8050,22,26.5,58.1,38,418,"3,420",38.0,49,38,87,45,4,5,42,3,1.29,1.00,2.29,1.18,2.18,https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Chelsea,Chelsea,cff3d9bb,27,26.4,39.6,38,418,"3,420",38.0,51,36,87,49,2,2,76,3,1.34,0.95,2.29,1.29,2.24,https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Crystal Palace,Crystal Palace,47c64c55,25,26.5,55.2,38,418,"3,420",38.0,48,36,84,48,0,1,88,5,1.26,0.95,2.21,1.26,2.21,https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Everton,Everton,d3fd31cc,24,26.6,51.0,38,418,"3,420",38.0,53,39,92,50,3,4,61,2,1.39,1.03,2.42,1.32,2.34,https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Leicester City,Leicester,a2d435b3,24,26.6,43.0,38,418,"3,420",38.0,39,26,65,31,8,10,69,3,1.03,0.68,1.71,0.82,1.50,https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Liverpool,Liverpool,822bd0ba,24,26.3,37.1,38,418,"3,420",38.0,32,23,55,31,1,1,47,0,0.84,0.61,1.45,0.82,1.42,https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Manchester City,Man City,b8fd03ef,24,26.5,33.8,38,418,"3,420",38.0,34,25,59,31,3,3,53,1,0.89,0.66,1.55,0.82,1.47,https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Manchester Utd,Man Utd,19538871,29,26.7,44.2,38,418,"3,420",38.0,35,24,59,32,3,3,79,2,0.92,0.63,1.55,0.84,1.47,https://fbref.com/en/squads/19538871/2019-2020/Manchester-United-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Newcastle,Newcastle,b2b47a98,28,26.5,61.0,38,418,"3,420",38.0,56,38,94,54,2,2,57,2,1.47,1.00,2.47,1.42,2.42,https://fbref.com/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Norwich City,Norwich,1c781004,30,26.5,50.7,38,418,"3,420",38.0,72,50,122,68,4,7,58,2,1.89,1.32,3.21,1.79,3.11,https://fbref.com/en/squads/1c781004/2019-2020/Norwich-City-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Sheffield United,Sheffield Utd,1df6b87e,26,26.7,56.9,38,418,"3,420",38.0,39,28,67,38,1,3,46,0,1.03,0.74,1.76,1.00,1.74,https://fbref.com/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Southampton,Southampton,33c895d4,25,26.5,51.1,38,418,"3,420",38.0,59,41,100,56,3,4,67,3,1.55,1.08,2.63,1.47,2.55,https://fbref.com/en/squads/33c895d4/2019-2020/Southampton-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Tottenham,Spurs,361ca564,29,26.7,48.0,38,418,"3,420",38.0,45,27,72,40,5,7,83,1,1.18,0.71,1.89,1.05,1.76,https://fbref.com/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Watford,Watford,2abfe087,26,26.5,57.1,38,418,"3,420",38.0,61,37,98,53,8,9,66,1,1.61,0.97,2.58,1.39,2.37,https://fbref.com/en/squads/2abfe087/2019-2020/Watford-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,West Ham,West Ham,7c21e445,29,26.6,55.9,38,418,"3,420",38.0,59,49,108,54,5,6,45,0,1.55,1.29,2.84,1.42,2.71,https://fbref.com/en/squads/7c21e445/2019-2020/West-Ham-United-Stats
2019-2020,Premier League,standard,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Wolves,Wolves,8cec06e1,21,26.5,51.7,38,418,"3,420",38.0,39,28,67,38,1,3,85,5,1.03,0.74,1.76,1.00,1.74,https://fbref.com/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats
