season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Arsenal,Arsenal,18bb7c10,2,38,38,"3,420",38.0,91,2.39,219,133,58.4,5,5,28,5,13.2,10,10,0,0,0.0,https://fbref.com/en/squads/18bb7c10/2023-2024/Arsenal-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Aston Villa,Aston Villa,8602292d,2,38,38,"3,420",38.0,76,2.00,190,114,60.0,10,8,20,6,15.8,4,4,0,0,0.0,https://fbref.com/en/squads/8602292d/2023-2024/Aston-Villa-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Bournemouth,Bournemouth,4ba7cbea,3,38,38,"3,420",38.0,54,1.42,179,125,69.8,16,9,13,7,18.4,3,2,0,1,0.0,https://fbref.com/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Brentford,Brentford,cd051869,2,38,38,"3,420",38.0,56,1.47,162,108,65.4,19,9,10,8,21.1,3,3,0,0,0.0,https://fbref.com/en/squads/cd051869/2023-2024/Brentford-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Brighton,Brighton,d07537b9,2,38,38,"3,420",38.0,55,1.45,204,153,73.0,14,12,12,10,26.3,6,5,1,0,16.7,https://fbref.com/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Burnley,Burnley,943e8050,2,38,38,"3,420",38.0,41,1.08,140,100,70.7,24,9,5,12,31.6,3,3,0,0,0.0,https://fbref.com/en/squads/943e8050/2023-2024/Burnley-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Chelsea,Chelsea,cff3d9bb,2,38,38,"3,420",38.0,77,2.03,206,129,62.6,11,9,18,6,15.8,12,11,1,0,8.3,https://fbref.com/en/squads/cff3d9bb/2023-2024/Chelsea-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Crystal Palace,Crystal Palace,47c64c55,3,38,38,"3,420",38.0,57,1.50,166,110,65.7,15,10,13,7,18.4,4,4,0,0,0.0,https://fbref.com/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Everton,Everton,d3fd31cc,1,38,38,"3,420",38.0,40,1.05,155,114,74.2,16,9,13,12,31.6,3,2,1,0,33.3,https://fbref.com/en/squads/d3fd31cc/2023-2024/Everton-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Fulham,Fulham,fd962109,1,38,38,"3,420",38.0,55,1.45,177,123,68.9,17,8,13,13,34.2,2,2,0,0,0.0,https://fbref.com/en/squads/fd962109/2023-2024/Fulham-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Liverpool,Liverpool,822bd0ba,2,38,38,"3,420",38.0,86,2.26,271,189,68.3,4,10,24,3,7.9,9,6,2,1,25.0,https://fbref.com/en/squads/822bd0ba/2023-2024/Liverpool-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Luton Town,Luton,e297cd13,2,38,38,"3,420",38.0,52,1.37,139,90,62.6,24,8,6,5,13.2,5,5,0,0,0.0,https://fbref.com/en/squads/e297cd13/2023-2024/Luton-Town-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Manchester City,Man City,b8fd03ef,2,38,38,"3,420",38.0,96,2.53,273,179,64.8,3,7,28,3,7.9,10,9,0,1,0.0,https://fbref.com/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Manchester Utd,Man Utd,19538871,1,38,38,"3,420",38.0,57,1.50,189,131,69.8,14,6,18,9,23.7,7,6,1,0,14.3,https://fbref.com/en/squads/19538871/2023-2024/Manchester-United-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Newcastle,Newcastle,b2b47a98,3,38,38,"3,420",38.0,85,2.24,205,121,58.5,14,6,18,5,13.2,9,8,1,0,11.1,https://fbref.com/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
2023-2024,Premier League,keeper,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Nottingham,Nott'm Forest,e4a775cb,3,38,38,"3,420",38.0,49,1.29,144,95,66.0,20,9,9,10,26.3,1,1,0,0,0.0,https://fbref.com/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats
