season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Arsenal,Arsenal,18bb7c10,2,38,38,"3,420",38.0,51,1.34,182,132,72.0,21,7,10,8,21.1,7,7,0,0,0.0,https://fbref.com/en/squads/18bb7c10/2018-2019/Arsenal-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Bournemouth,Bournemouth,4ba7cbea,3,38,38,"3,420",38.0,70,1.84,173,106,59.5,13,6,19,10,26.3,5,5,0,0,0.0,https://fbref.com/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Brighton,Brighton,d07537b9,2,38,38,"3,420",38.0,60,1.58,170,110,64.7,9,9,20,7,18.4,10,10,0,0,0.0,https://fbref.com/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Burnley,Burnley,943e8050,2,38,38,"3,420",38.0,68,1.79,202,134,66.3,11,7,20,8,21.1,3,2,1,0,33.3,https://fbref.com/en/squads/943e8050/2018-2019/Burnley-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Cardiff City,Cardiff,75fae011,1,38,38,"3,420",38.0,69,1.82,207,135,66.7,10,4,24,10,26.3,7,4,3,0,42.9,https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Chelsea,Chelsea,cff3d9bb,2,38,38,"3,420",38.0,39,1.03,124,84,68.5,21,9,8,16,42.1,2,1,1,0,50.0,https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Crystal Palace,Crystal Palace,47c64c55,3,38,38,"3,420",38.0,53,1.39,163,110,67.5,14,7,17,12,31.6,5,4,1,0,20.0,https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Everton,Everton,d3fd31cc,1,38,38,"3,420",38.0,46,1.21,136,89,66.2,15,9,14,14,36.8,5,2,3,0,60.0,https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Fulham,Fulham,fd962109,3,38,38,"3,420",38.0,81,2.13,226,146,64.2,7,5,26,5,13.2,7,5,1,1,16.7,https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Huddersfield,Huddersfield,f5922ca5,3,38,38,"3,420",38.0,76,2.00,186,110,59.1,3,7,28,5,13.2,8,7,1,0,12.5,https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Leicester City,Leicester,a2d435b3,1,38,38,"3,420",38.0,48,1.26,138,90,65.2,15,7,16,10,26.3,5,5,0,0,0.0,https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Liverpool,Liverpool,822bd0ba,1,38,38,"3,420",38.0,22,0.58,96,74,77.1,30,7,1,21,55.3,1,0,0,1,,https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Manchester City,Man City,b8fd03ef,1,38,38,"3,420",38.0,23,0.61,81,58,71.6,32,2,4,20,52.6,4,4,0,0,0.0,https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats
2018-2019,Premier League,keeper,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Manchester Utd,Man Utd,19538871,1,38,38,"3,420",38.0,54,1.42,171,120,68.4,19,9,10,7,18.4,6,6,0,0,0.0,https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats
