season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,team_href
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Arsenal,Arsenal,18bb7c10,21,5.0,8,65,24,36.9,13.00,4.80,0.12,0.33,1,1,https://fbref.com/en/squads/18bb7c10/Arsenal-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Aston Villa,Aston Villa,8602292d,22,5.0,4,48,12,25.0,9.60,2.40,0.08,0.33,0,0,https://fbref.com/en/squads/8602292d/Aston-Villa-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Bournemouth,Bournemouth,4ba7cbea,18,4.0,5,59,24,40.7,14.75,6.00,0.08,0.21,0,0,https://fbref.com/en/squads/4ba7cbea/Bournemouth-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Brentford,Brentford,cd051869,20,5.0,10,81,23,28.4,16.20,4.60,0.12,0.43,0,1,https://fbref.com/en/squads/cd051869/Brentford-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Brighton,Brighton,d07537b9,22,5.0,14,95,29,30.5,19.00,5.80,0.15,0.48,1,1,https://fbref.com/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Chelsea,Chelsea,cff3d9bb,23,5.0,10,72,26,36.1,14.40,5.20,0.14,0.38,0,0,https://fbref.com/en/squads/cff3d9bb/Chelsea-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Coventry City,Coventry City,f7e3dfe9,21,5.0,1,51,16,31.4,10.20,3.20,0.02,0.06,0,0,https://fbref.com/en/squads/f7e3dfe9/Coventry-City-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Crystal Palace,Crystal Palace,47c64c55,26,4.0,5,41,14,34.1,10.25,3.50,0.12,0.36,0,0,https://fbref.com/en/squads/47c64c55/Crystal-Palace-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Everton,Everton,d3fd31cc,20,5.0,6,80,23,28.8,16.00,4.60,0.08,0.26,0,0,https://fbref.com/en/squads/d3fd31cc/Everton-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Fulham,Fulham,fd962109,20,4.0,4,60,16,26.7,15.00,4.00,0.07,0.25,0,0,https://fbref.com/en/squads/fd962109/Fulham-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Hull City,Hull City,bd8769d1,25,5.0,6,60,19,31.7,12.00,3.80,0.10,0.32,0,0,https://fbref.com/en/squads/bd8769d1/Hull-City-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Ipswich Town,Ipswich Town,b74092de,22,5.0,7,58,23,39.7,11.60,4.60,0.12,0.30,0,0,https://fbref.com/en/squads/b74092de/Ipswich-Town-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Leeds United,Leeds,5bfb9659,19,4.0,6,48,16,33.3,12.00,4.00,0.13,0.38,0,0,https://fbref.com/en/squads/5bfb9659/Leeds-United-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Liverpool,Liverpool,822bd0ba,18,4.0,6,64,21,32.8,16.00,5.25,0.09,0.29,1,1,https://fbref.com/en/squads/822bd0ba/Liverpool-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester City,Man City,b8fd03ef,21,4.0,8,52,21,40.4,13.00,5.25,0.15,0.38,0,0,https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester Utd,Man Utd,19538871,19,4.0,6,84,22,26.2,21.00,5.50,0.07,0.27,1,1,https://fbref.com/en/squads/19538871/Manchester-United-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Newcastle,Newcastle,b2b47a98,21,5.0,9,51,18,35.3,10.20,3.60,0.18,0.50,0,1,https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Nottingham,Nott'm Forest,e4a775cb,20,5.0,4,82,17,20.7,16.40,3.40,0.05,0.24,1,1,https://fbref.com/en/squads/e4a775cb/Nottingham-Forest-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Sunderland,Sunderland,8ef52968,20,4.0,3,49,16,32.7,12.25,4.00,0.06,0.19,1,2,https://fbref.com/en/squads/8ef52968/Sunderland-Stats
2026-2027,Premier League,shooting,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Tottenham,Spurs,361ca564,23,5.0,2,71,19,26.8,14.20,3.80,0.03,0.11,0,0,https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats
