season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,team_href
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Arsenal,Arsenal,18bb7c10,25,38.0,86,647,209,32.3,17.03,5.50,0.13,0.41,10,10,https://fbref.com/en/squads/18bb7c10/2023-2024/Arsenal-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Aston Villa,Aston Villa,8602292d,31,38.0,72,511,182,35.6,13.45,4.79,0.14,0.40,4,4,https://fbref.com/en/squads/8602292d/2023-2024/Aston-Villa-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Bournemouth,Bournemouth,4ba7cbea,30,38.0,52,539,175,32.5,14.18,4.61,0.10,0.30,2,3,https://fbref.com/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Brentford,Brentford,cd051869,28,38.0,54,470,159,33.8,12.37,4.18,0.11,0.34,3,3,https://fbref.com/en/squads/cd051869/2023-2024/Brentford-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Brighton,Brighton,d07537b9,30,38.0,50,555,198,35.7,14.61,5.21,0.09,0.25,5,6,https://fbref.com/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Burnley,Burnley,943e8050,31,38.0,40,430,137,31.9,11.32,3.61,0.09,0.29,3,3,https://fbref.com/en/squads/943e8050/2023-2024/Burnley-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Chelsea,Chelsea,cff3d9bb,32,38.0,76,537,194,36.1,14.13,5.11,0.14,0.39,11,12,https://fbref.com/en/squads/cff3d9bb/2023-2024/Chelsea-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Crystal Palace,Crystal Palace,47c64c55,26,38.0,56,452,162,35.8,11.89,4.26,0.12,0.35,4,4,https://fbref.com/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Everton,Everton,d3fd31cc,26,38.0,40,504,152,30.2,13.26,4.00,0.08,0.26,2,3,https://fbref.com/en/squads/d3fd31cc/2023-2024/Everton-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Fulham,Fulham,fd962109,25,38.0,54,499,175,35.1,13.13,4.61,0.11,0.31,2,2,https://fbref.com/en/squads/fd962109/2023-2024/Fulham-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Liverpool,Liverpool,822bd0ba,30,38.0,80,781,263,33.7,20.55,6.92,0.10,0.30,6,9,https://fbref.com/en/squads/822bd0ba/2023-2024/Liverpool-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Luton Town,Luton,e297cd13,28,38.0,49,427,134,31.4,11.24,3.53,0.11,0.37,5,5,https://fbref.com/en/squads/e297cd13/2023-2024/Luton-Town-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Manchester City,Man City,b8fd03ef,25,38.0,94,683,264,38.7,17.97,6.95,0.14,0.36,9,10,https://fbref.com/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Manchester Utd,Man Utd,19538871,31,38.0,57,543,182,33.5,14.29,4.79,0.10,0.31,6,7,https://fbref.com/en/squads/19538871/2023-2024/Manchester-United-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Newcastle,Newcastle,b2b47a98,32,38.0,83,542,196,36.2,14.26,5.16,0.15,0.42,8,9,https://fbref.com/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Nottingham,Nott'm Forest,e4a775cb,33,38.0,49,450,143,31.8,11.84,3.76,0.11,0.34,1,1,https://fbref.com/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Sheffield United,Sheffield Utd,1df6b87e,35,38.0,31,360,117,32.5,9.47,3.08,0.09,0.26,5,5,https://fbref.com/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Tottenham,Spurs,361ca564,29,38.0,69,582,207,35.6,15.32,5.45,0.12,0.33,2,2,https://fbref.com/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,West Ham,West Ham,7c21e445,26,38.0,58,445,146,32.8,11.71,3.84,0.13,0.40,4,5,https://fbref.com/en/squads/7c21e445/2023-2024/West-Ham-United-Stats
2023-2024,Premier League,shooting,squad_for,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Wolves,Wolves,8cec06e1,27,38.0,47,425,153,36.0,11.18,4.03,0.11,0.31,4,4,https://fbref.com/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats
